From,To,Type,Label,Id
section-075-12-4-failure-semantics,risk-12-4-failure-semantics-fail-the-run-attempt-immediately,elaborates,elaborates,section-075-12-4-failure-semantics->risk-12-4-failure-semantics-fail-the-run-attempt-immediately:elaborates
section-075-12-4-failure-semantics,risk-12-4-failure-semantics-let-the-orchestrator-treat-it-like-any-other-worker-failure-and-decide-retry-beh,elaborates,elaborates,section-075-12-4-failure-semantics->risk-12-4-failure-semantics-let-the-orchestrator-treat-it-like-any-other-worker-failure-and-decide-retry-beh:elaborates
section-077-13-1-logging-conventions,requirement-13-1-logging-conventions-required-context-fields-for-issue-related-logs,elaborates,elaborates,section-077-13-1-logging-conventions->requirement-13-1-logging-conventions-required-context-fields-for-issue-related-logs:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-issueid,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-issueid:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-issueidentifier,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-issueidentifier:elaborates
section-077-13-1-logging-conventions,requirement-13-1-logging-conventions-required-context-for-coding-agent-session-lifecycle-logs,elaborates,elaborates,section-077-13-1-logging-conventions->requirement-13-1-logging-conventions-required-context-for-coding-agent-session-lifecycle-logs:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-sessionid,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-sessionid:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-use-stable-key-value-phrasing,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-use-stable-key-value-phrasing:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-include-action-outcome-completed-failed-retrying-etc,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-include-action-outcome-completed-failed-retrying-etc:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-include-concise-failure-reason-when-present,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-include-concise-failure-reason-when-present:elaborates
section-077-13-1-logging-conventions,claim-13-1-logging-conventions-avoid-logging-large-raw-payloads-unless-necessary,elaborates,elaborates,section-077-13-1-logging-conventions->claim-13-1-logging-conventions-avoid-logging-large-raw-payloads-unless-necessary:elaborates
section-078-13-2-logging-outputs-and-sinks,requirement-13-2-logging-outputs-and-sinks-operators-must-be-able-to-see-startup-validation-dispatch-failures-without-attac,elaborates,elaborates,section-078-13-2-logging-outputs-and-sinks->requirement-13-2-logging-outputs-and-sinks-operators-must-be-able-to-see-startup-validation-dispatch-failures-without-attac:elaborates
section-078-13-2-logging-outputs-and-sinks,requirement-13-2-logging-outputs-and-sinks-implementations-may-write-to-one-or-more-sinks,elaborates,elaborates,section-078-13-2-logging-outputs-and-sinks->requirement-13-2-logging-outputs-and-sinks-implementations-may-write-to-one-or-more-sinks:elaborates
section-078-13-2-logging-outputs-and-sinks,requirement-13-2-logging-outputs-and-sinks-if-a-configured-log-sink-fails-the-service-should-continue-running-when-possible,elaborates,elaborates,section-078-13-2-logging-outputs-and-sinks->requirement-13-2-logging-outputs-and-sinks-if-a-configured-log-sink-fails-the-service-should-continue-running-when-possible:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-should-return,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-should-return:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-running-list-of-running-session-rows,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-running-list-of-running-session-rows:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-each-running-row-should-include-turncount,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-each-running-row-should-include-turncount:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-retrying-list-of-retry-queue-rows,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-retrying-list-of-retry-queue-rows:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-codextotals,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-codextotals:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-inputtokens,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-inputtokens:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-outputtokens,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-outputtokens:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-totaltokens,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-totaltokens:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-secondsrunning-aggregate-runtime-seconds-as-of-snapshot-time-including-active-se,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-secondsrunning-aggregate-runtime-seconds-as-of-snapshot-time-including-active-se:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-ratelimits-latest-coding-agent-rate-limit-payload-if-available,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-ratelimits-latest-coding-agent-rate-limit-payload-if-available:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-recommended-snapshot-error-modes,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->requirement-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-recommended-snapshot-error-modes:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-timeout,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-timeout:elaborates
section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended,claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-unavailable,elaborates,elaborates,section-079-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended->claim-13-3-runtime-snapshot-monitoring-interface-optional-but-recommended-unavailable:elaborates
section-080-13-4-optional-human-readable-status-surface,requirement-13-4-optional-human-readable-status-surface-a-human-readable-status-surface-terminal-output-dashboard-etc-is-optional-and,elaborates,elaborates,section-080-13-4-optional-human-readable-status-surface->requirement-13-4-optional-human-readable-status-surface-a-human-readable-status-surface-terminal-output-dashboard-etc-is-optional-and:elaborates
section-080-13-4-optional-human-readable-status-surface,requirement-13-4-optional-human-readable-status-surface-if-present-it-should-draw-from-orchestrator-state-metrics-only-and-must-not-be-r,elaborates,elaborates,section-080-13-4-optional-human-readable-status-surface->requirement-13-4-optional-human-readable-status-surface-if-present-it-should-draw-from-orchestrator-state-metrics-only-and-must-not-be-r:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-agent-events-can-include-token-counts-in-multiple-payload-shapes,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-agent-events-can-include-token-counts-in-multiple-payload-shapes:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-prefer-absolute-thread-totals-when-available-such-as,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-prefer-absolute-thread-totals-when-available-such-as:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-thread-tokenusage-updated-payloads,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-thread-tokenusage-updated-payloads:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-totaltokenusage-within-token-count-wrapper-events,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-totaltokenusage-within-token-count-wrapper-events:elaborates
section-081-13-5-session-metrics-and-token-accounting,dependency-13-5-session-metrics-and-token-accounting-ignore-delta-style-payloads-such-as-lasttokenusage-for-dashboard-api-totals,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->dependency-13-5-session-metrics-and-token-accounting-ignore-delta-style-payloads-such-as-lasttokenusage-for-dashboard-api-totals:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-extract-input-output-total-token-counts-leniently-from-common-field-names-within,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-extract-input-output-total-token-counts-leniently-from-common-field-names-within:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-for-absolute-totals-track-deltas-relative-to-last-reported-totals-to-avoid-doubl,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-for-absolute-totals-track-deltas-relative-to-last-reported-totals-to-avoid-doubl:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-do-not-treat-generic-usage-maps-as-cumulative-totals-unless-the-event-type-defin,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-do-not-treat-generic-usage-maps-as-cumulative-totals-unless-the-event-type-defin:elaborates
section-081-13-5-session-metrics-and-token-accounting,claim-13-5-session-metrics-and-token-accounting-accumulate-aggregate-totals-in-orchestrator-state,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->claim-13-5-session-metrics-and-token-accounting-accumulate-aggregate-totals-in-orchestrator-state:elaborates
section-081-13-5-session-metrics-and-token-accounting,requirement-13-5-session-metrics-and-token-accounting-runtime-should-be-reported-as-a-live-aggregate-at-snapshot-render-time,elaborates,elaborates,section-081-13-5-session-metrics-and-token-accounting->requirement-13-5-session-metrics-and-token-accounting-runtime-should-be-reported-as-a-live-aggregate-at-snapshot-render-time:elaborates
